feature,score
"['NEWORDER', 'TWEXBMTH', 'INDPRO']",-2.446681334
"['상품수지', 'AMBNS', 'GACDFSA066MSFRBPHI']",-2.44682814
"['경상수지', 'BAA', 'XTEXVA01CNM667S']",-2.446867948
"['UNRATENSA', '자가주거비포함지수', 'XTIMVA01KRM667S']",-2.446913973
"['ISM_PMI_Actual', 'DGORDER', 'UMCSENT']",-2.446926929
"['PPIACO', 'AMBNS', '자가주거비포함지수']",-2.447057512
"['LREMTTTTUSM156S', '통화량', 'XTIMVA01KRM667S']",-2.447063224
"['Volume', '자가주거비포함지수', '자가주거비']",-2.44713901
"['TWEXBMTH', 'AMBNS', 'KORCPIALLMINMEI']",-2.447330169
"['UNRATENSA', 'HSN1F', '자가주거비포함지수']",-2.447532218
"['UNRATE', 'T10Y2YM', 'KORPROINDMISMEI']",-2.44757598
"['UNRATENSA', 'TCU', '한국실업률']",-2.447597287
"['PCE', 'TWEXBMTH', '자가주거비포함지수']",-2.447702372
"['T10Y2YM', 'RMFSL', '자가주거비포함지수']",-2.447743314
"['HOUST', 'HSN1F', 'KORCPIALLMINMEI']",-2.447770779
"['UNRATE', 'TCU', 'EXKOUS']",-2.447999028
"['LREMTTTTUSM156S', 'HSN1F', 'XTEXVA01CNM667S']",-2.448046917
"['DGORDER', 'INDPRO', '정책금리']",-2.448058292
"['TWEXBMTH', 'PPIACO', '한국실업률']",-2.448063017
"['NEWORDER', 'AMBNS', 'IR3TCD01KRM156N']",-2.448082786
"['T10Y2YM', 'CPIAUCSL', 'HSN1F']",-2.448275783
"['TCU', 'HSN1F', 'USSLIND']",-2.448373291
"['HSN1F', '자가주거비포함지수', '정책금리']",-2.448384531
"['UNRATE', 'FEDFUNDS', '자가주거비']",-2.448410824
"['T10Y2YM', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",-2.4486093
"['PCE', 'UNRATENSA', 'FEDFUNDS']",-2.448768014
"['UNRATENSA', 'CPIAUCSL', 'TOTALSA']",-2.448829971
"['CSUSHPINSA', 'XTEXVA01CNM667S', '한국실업률']",-2.448851342
"['HSN1F', 'TOTALSA', '통화량']",-2.448901605
"['CSUSHPINSA', 'EXJPUS', '통화량']",-2.448958961
"['HOUST', 'FEDFUNDS', '자가주거비']",-2.449077889
"['TWEXBMTH', 'TCU', '한국실업률']",-2.449177064
"['LREMTTTTUSM156S', 'RMFSL', '자가주거비']",-2.44931468
"['BAA', 'INDPRO', 'RMFSL']",-2.449417045
"['T10Y2YM', 'TCU', 'INDPRO']",-2.44956177
"['DGORDER', 'TCU', 'AMBNS']",-2.449678484
"['FEDFUNDS', 'AMBNS', 'LRUNTTTTKRM156S']",-2.449716722
"['CPIAUCSL', '수출물가지수', 'IR3TCD01KRM156N']",-2.449838173
"['T10Y2YM', 'UNRATENSA', 'CPIAUCSL']",-2.449940697
"['T10Y2YM', 'FEDFUNDS', 'IR3TCD01KRM156N']",-2.449966385
"['자가주거비포함지수', '자가주거비', 'XTEXVA01CNM667S']",-2.45003481
"['DGORDER', 'FEDFUNDS', '자가주거비포함지수']",-2.45008638
"['INDPRO', 'USSLIND', '정책금리']",-2.450137241
"['상품수지', 'CSUSHPINSA', '수출물가지수']",-2.450151097
"['Volume', 'PCE', '자가주거비']",-2.45026551
"['DGORDER', 'CPIAUCSL', 'EXJPUS']",-2.450509774
"['UNRATENSA', '자가주거비포함지수', '통화량']",-2.450532593
"['Volume', 'USSLIND', 'UMCSENT']",-2.450556044
"['UNRATE', '자가주거비포함지수', '자가주거비']",-2.450627218
"['NEWORDER', 'INDPRO', 'AMBNS']",-2.45069821
"['TCU', 'FEDFUNDS', 'KORPROINDMISMEI']",-2.450966098
"['UNRATE', 'TOTALSA', '통화량']",-2.451099374
"['Volume', 'T10Y2YM', '자가주거비']",-2.451332031
"['UNRATE', 'HOUST', 'EXKOUS']",-2.451339518
"['PCE', '자가주거비', 'XTEXVA01CNM667S']",-2.451365211
"['ISM_PMI_Actual', '경상수지', '수출물가지수']",-2.4514763
"['CSUSHPINSA', 'EXJPUS', 'XTEXVA01CNM667S']",-2.451639262
"['Volume', '상품수지', '통화량']",-2.451783526
"['ISM_PMI_Actual', 'LREMTTTTUSM156S', 'AMBNS']",-2.451818124
"['경상수지', 'TOTALSA', 'AMBNS']",-2.451884591
"['HOUST', '자가주거비', '한국실업률']",-2.451976558
"['CSUSHPINSA', 'UMCSENT', 'XTEXVA01CNM667S']",-2.451976825
"['T10Y2YM', 'CPIAUCSL', '한국실업률']",-2.452139203
"['CSUSHPINSA', 'DGORDER', '자가주거비']",-2.452147021
"['TWEXBMTH', 'RMFSL', 'KORPROINDMISMEI']",-2.452161692
"['상품수지', '통화량', 'IR3TCD01KRM156N']",-2.452165094
"['UNRATE', '자가주거비포함지수', '통화량']",-2.452261292
"['FEDFUNDS', 'AMBNS', '한국실업률']",-2.452281016
"['USSLIND', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",-2.452284948
"['자가주거비', 'XTEXVA01CNM667S', '통화량']",-2.452302083
"['UNRATE', 'PCE', 'KORPROINDMISMEI']",-2.452427104
"['CSUSHPINSA', '자가주거비포함지수', '한국실업률']",-2.452508095
"['T10Y2YM', 'HSN1F', 'KORCPIALLMINMEI']",-2.452514398
"['UNRATENSA', 'CPIAUCSL', 'XTIMVA01KRM667S']",-2.452625671
"['T10Y2YM', 'PCE', 'XTEXVA01CNM667S']",-2.452653368
"['RMFSL', 'FEDFUNDS', '통화량']",-2.452683169
"['경상수지', 'PPIACO', 'CPIAUCSL']",-2.452715548
"['TOTALSA', '자가주거비', 'XTEXVA01CNM667S']",-2.452733915
"['상품수지', 'USSLIND', 'EXKOUS']",-2.452817918
"['ISM_PMI_Actual', 'INDPRO', 'USSLIND']",-2.452861289
"['T10Y2YM', 'PPIACO', 'KORCPIALLMINMEI']",-2.452955726
"['HOUST', 'XTIMVA01KRM667S', '한국실업률']",-2.452971611
"['PPIACO', 'USSLIND', 'KORCPIALLMINMEI']",-2.453092795
"['ISM_PMI_Actual', 'UNRATENSA', '환율평균']",-2.453176989
"['경상수지', 'TCU', 'AMBNS']",-2.453275795
"['TOTALSA', '서울아파트매매가격지수', '자가주거비포함지수']",-2.45336711
"['PCE', 'HSN1F', 'LRUNTTTTKRM156S']",-2.453428365
"['T10Y2YM', 'CPIAUCSL', '자가주거비포함지수']",-2.453501398
"['상품수지', 'AMBNS', 'LRUNTTTTKRM156S']",-2.453579909
"['PCE', 'HSN1F', '자가주거비포함지수']",-2.453648879
"['T10Y2YM', 'CSUSHPINSA', 'CPIAUCSL']",-2.453694141
"['Volume', 'FEDFUNDS', '자가주거비']",-2.453809147
"['Volume', 'T10Y2YM', '정책금리']",-2.453956917
"['CSUSHPINSA', 'PCE', 'HSN1F']",-2.453973698
"['CSUSHPINSA', 'HSN1F', '자가주거비']",-2.453973698
"['CSUSHPINSA', 'HSN1F', '통화량']",-2.453973698
"['CSUSHPINSA', 'INDPRO', '자가주거비포함지수']",-2.454190723
"['경상수지', 'FEDFUNDS', 'UMCSENT']",-2.454299458
"['DGORDER', 'HSN1F', '자가주거비포함지수']",-2.454335883
"['PCE', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",-2.454572286
"['상품수지', 'PCE', 'XTEXVA01CNM667S']",-2.454594997
"['Volume', 'ISM_PMI_Actual', 'USSLIND']",-2.454749736
"['UNRATE', '자가주거비', '정책금리']",-2.454760199
"['PCE', 'USSLIND', 'EXJPUS']",-2.454814085
"['LREMTTTTUSM156S', 'AMBNS', 'EXKOUS']",-2.454947982
"['Volume', 'HOUST', 'EXKOUS']",-2.454979783
"['PPIACO', 'AMBNS', '통화량']",-2.455034463
"['Volume', 'FEDFUNDS', '통화량']",-2.455079565
"['EXJPUS', '정책금리', '한국실업률']",-2.455099965
"['T10Y2YM', 'CPIAUCSL', '통화량']",-2.455167936
"['CSUSHPINSA', 'DGORDER', '통화량']",-2.455188166
"['HOUST', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",-2.455207802
"['XTEXVA01CNM667S', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",-2.455253257
"['INDPRO', 'CPIAUCSL', 'LRUNTTTTKRM156S']",-2.455371296
"['상품수지', 'CPIAUCSL', 'XTIMVA01KRM667S']",-2.455386285
"['Volume', 'UNRATE', '자가주거비']",-2.455397444
"['UNRATE', '정책금리', '통화량']",-2.455636272
"['FEDFUNDS', 'AMBNS', 'EXJPUS']",-2.455667144
"['T10Y2YM', 'HOUST', '환율평균']",-2.45584327
"['CPIAUCSL', 'HOUST', '정책금리']",-2.455963533
"['상품수지', 'HOUST', '정책금리']",-2.455985381
"['ISM_PMI_Actual', 'T10Y2YM', 'IR3TCD01KRM156N']",-2.456220322
"['HSN1F', '자가주거비', 'XTEXVA01CNM667S']",-2.456222644
"['FEDFUNDS', 'TOTALSA', 'IR3TCD01KRM156N']",-2.456324762
"['TWEXBMTH', '자가주거비포함지수', 'XTEXVA01CNM667S']",-2.456460133
"['PCE', 'UNRATENSA', '자가주거비포함지수']",-2.456500404
"['LREMTTTTUSM156S', 'AMBNS', '자가주거비포함지수']",-2.456799186
"['BAA', 'USSLIND', 'GACDFSA066MSFRBPHI']",-2.456804282
"['Volume', 'AMBNS', 'LRUNTTTTKRM156S']",-2.456823788
"['Volume', 'PCE', '통화량']",-2.456858562
"['RMFSL', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",-2.456870703
"['T10Y2YM', 'UNRATENSA', '통화량']",-2.456881742
"['TWEXBMTH', '통화량', 'KORPROINDMISMEI']",-2.457275483
"['상품수지', 'UNRATENSA', 'GACDFSA066MSFRBPHI']",-2.457298762
"['T10Y2YM', 'TWEXBMTH', 'KORPROINDMISMEI']",-2.457307499
"['상품수지', 'TWEXBMTH', 'XTEXVA01CNM667S']",-2.457394299
"['UNRATE', 'PCE', 'XTIMVA01KRM667S']",-2.457439873
"['UNRATENSA', '자가주거비포함지수', '자가주거비']",-2.457451835
"['상품수지', '정책금리', 'GACDFSA066MSFRBPHI']",-2.457740481
"['HOUST', '자가주거비포함지수', '정책금리']",-2.457775194
"['T10Y2YM', 'RMFSL', '통화량']",-2.457817537
"['CSUSHPINSA', 'HSN1F', '자가주거비포함지수']",-2.457890857
"['Volume', 'TCU', 'CPIAUCSL']",-2.457934023
"['HSN1F', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",-2.457964015
"['HSN1F', '자가주거비포함지수', '통화량']",-2.45796602
"['T10Y2YM', 'TOTALSA', 'LRUNTTTTKRM156S']",-2.458088349
"['PCE', 'HSN1F', '통화량']",-2.458205528
"['HSN1F', '자가주거비', '통화량']",-2.458205528
"['HOUST', 'AMBNS', 'GACDFSA066MSFRBPHI']",-2.458349069
"['Volume', '자가주거비', '정책금리']",-2.458423486
"['CSUSHPINSA', 'CPIAUCSL', 'FEDFUNDS']",-2.458434717
"['T10Y2YM', 'INDPRO', '환율평균']",-2.4584622
"['CSUSHPINSA', 'CPIAUCSL', '수출물가지수']",-2.458469113
"['CPIAUCSL', 'TOTALSA', 'XTEXVA01CNM667S']",-2.458540944
"['T10Y2YM', 'RMFSL', '자가주거비']",-2.458628996
"['ISM_PMI_Actual', '상품수지', 'T10Y2YM']",-2.458649407
"['UNRATE', '자가주거비포함지수', '한국실업률']",-2.458655314
"['TWEXBMTH', 'INDPRO', 'PPIACO']",-2.458756733
"['FEDFUNDS', '자가주거비', 'XTEXVA01CNM667S']",-2.45876099
"['DGORDER', 'HOUST', '정책금리']",-2.458925537
"['UNRATE', 'TOTALSA', '자가주거비']",-2.458930591
"['Volume', '자가주거비', '통화량']",-2.458978376
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S']",-2.459020405
"['INDPRO', 'FEDFUNDS', 'XTEXVA01CNM667S']",-2.459046049
"['Volume', 'FEDFUNDS', 'AMBNS']",-2.459098509
"['DGORDER', 'RMFSL', 'LRUNTTTTKRM156S']",-2.459102029
"['상품수지', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",-2.459132068
"['CPIAUCSL', 'FEDFUNDS', 'XTEXVA01CNM667S']",-2.459132115
"['CSUSHPINSA', 'PCE', '한국실업률']",-2.459173898
"['T10Y2YM', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",-2.459232802
"['AMBNS', 'KORPROINDMISMEI', '환율평균']",-2.459276971
"['UNRATE', '자가주거비', 'KORPROINDMISMEI']",-2.45938567
"['ISM_PMI_Actual', 'INDPRO', 'AMBNS']",-2.459437245
"['AMBNS', '자가주거비', 'LRUNTTTTKRM156S']",-2.45946741
"['경상수지', 'HOUST', 'AMBNS']",-2.45964166
"['RMFSL', '자가주거비', '정책금리']",-2.459923571
"['HSN1F', '자가주거비포함지수', '자가주거비']",-2.459966419
"['T10Y2YM', 'CPIAUCSL', '자가주거비']",-2.460030962
"['PCE', 'RMFSL', '정책금리']",-2.460075178
"['상품수지', 'AMBNS', 'EXKOUS']",-2.460150619
"['BAA', 'HOUST', 'USSLIND']",-2.460207442
"['서울아파트매매가격지수', '자가주거비포함지수', 'EXKOUS']",-2.460507529
"['PCE', 'AMBNS', 'KORCPIALLMINMEI']",-2.460885249
"['FEDFUNDS', 'XTEXVA01CNM667S', '정책금리']",-2.46090903
"['USSLIND', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",-2.460994258
"['T10Y2YM', '자가주거비포함지수', 'XTEXVA01CNM667S']",-2.461083086
"['Volume', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",-2.461089742
"['ISM_PMI_Actual', 'UNRATENSA', 'XTIMVA01KRM667S']",-2.46119426
"['LREMTTTTUSM156S', 'FEDFUNDS', 'AMBNS']",-2.461280147
"['NEWORDER', 'PPIACO', 'XTEXVA01CNM667S']",-2.461346369
"['HSN1F', '자가주거비포함지수', 'XTIMVA01KRM667S']",-2.461347112
"['FEDFUNDS', 'TOTALSA', '정책금리']",-2.461365378
"['Volume', 'CPIAUCSL', '한국실업률']",-2.461599503
"['HOUST', 'TOTALSA', '자가주거비포함지수']",-2.461599882
"['Volume', 'HOUST', 'UMCSENT']",-2.46180783
"['T10Y2YM', 'FEDFUNDS', '정책금리']",-2.461971177
"['LREMTTTTUSM156S', 'RMFSL', '통화량']",-2.462107446
"['NEWORDER', 'AMBNS', 'EXJPUS']",-2.462130109
"['UNRATE', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",-2.462191811
"['서울아파트매매가격지수', 'EXKOUS', 'KORCPIALLMINMEI']",-2.462193567
"['TWEXBMTH', 'HOUST', 'KORCPIALLMINMEI']",-2.462225631
"['UNRATE', '자가주거비', 'XTIMVA01KRM667S']",-2.462311493
"['UNRATE', 'CPIAUCSL', '한국실업률']",-2.462342297
"['Volume', 'T10Y2YM', '통화량']",-2.462415545
"['Volume', 'LREMTTTTUSM156S', '수출물가지수']",-2.46252411
"['DGORDER', 'TWEXBMTH', 'XTEXVA01CNM667S']",-2.46254061
"['LREMTTTTUSM156S', 'TCU', 'HOUST']",-2.462602373
"['CPIAUCSL', 'USSLIND', '환율평균']",-2.462694685
"['UNRATENSA', 'HSN1F', '자가주거비']",-2.462849057
"['USSLIND', '자가주거비', 'LRUNTTTTKRM156S']",-2.462929179
"['T10Y2YM', 'NEWORDER', 'CPIAUCSL']",-2.463041206
"['UNRATE', '자가주거비', '통화량']",-2.463055882
"['상품수지', 'AMBNS', '자가주거비포함지수']",-2.46307401
"['CPIAUCSL', '통화량', 'XTIMVA01KRM667S']",-2.463124757
"['PCE', 'TWEXBMTH', 'KORPROINDMISMEI']",-2.463159513
"['UNRATE', 'PCE', '자가주거비']",-2.463166066
"['TWEXBMTH', 'PPIACO', '자가주거비포함지수']",-2.463311901
"['USSLIND', 'AMBNS', 'KORPROINDMISMEI']",-2.463334438
"['HSN1F', 'AMBNS', '한국실업률']",-2.463359779
"['TWEXBMTH', '자가주거비', '통화량']",-2.463448076
"['RMFSL', 'FEDFUNDS', '자가주거비']",-2.463480362
"['AMBNS', '자가주거비', 'KORCPIALLMINMEI']",-2.4634826
"['UNRATE', 'HSN1F', 'KORCPIALLMINMEI']",-2.463504498
"['Volume', 'PCE', '한국실업률']",-2.463530367
"['BAA', 'FEDFUNDS', 'EXKOUS']",-2.463581892
"['TWEXBMTH', 'PPIACO', 'XTEXVA01CNM667S']",-2.463598932
"['TWEXBMTH', 'PPIACO', '자가주거비']",-2.463648869
"['HOUST', 'EXJPUS', 'XTEXVA01CNM667S']",-2.463867251
"['UNRATE', 'HOUST', 'KORCPIALLMINMEI']",-2.463884924
"['Volume', '자가주거비포함지수', '통화량']",-2.46402141
"['T10Y2YM', 'CPIAUCSL', 'TOTALSA']",-2.46416727
"['TWEXBMTH', '자가주거비포함지수', '통화량']",-2.464196926
"['UNRATE', 'HOUST', 'LRUNTTTTKRM156S']",-2.464297199
"['FEDFUNDS', '정책금리', 'IR3TCD01KRM156N']",-2.464376766
"['CPIAUCSL', 'HSN1F', 'FEDFUNDS']",-2.464444144
"['상품수지', 'NEWORDER', 'TCU']",-2.46460105
"['UNRATENSA', '자가주거비', 'XTEXVA01CNM667S']",-2.464623255
"['RMFSL', '자가주거비포함지수', '정책금리']",-2.464750537
"['USSLIND', 'EXJPUS', 'KORCPIALLMINMEI']",-2.464767089
"['UNRATENSA', '정책금리', '통화량']",-2.464795288
"['CSUSHPINSA', 'PCE', '수출물가지수']",-2.465011955
"['상품수지', 'USSLIND', 'KORCPIALLMINMEI']",-2.465155211
"['LREMTTTTUSM156S', 'TWEXBMTH', 'AMBNS']",-2.465269825
"['UNRATENSA', '자가주거비포함지수', 'XTEXVA01CNM667S']",-2.465292393
"['PCE', 'DGORDER', '정책금리']",-2.465325272
"['CPIAUCSL', 'AMBNS', 'KORPROINDMISMEI']",-2.465530709
"['AMBNS', '통화량', 'KORCPIALLMINMEI']",-2.465630816
"['INDPRO', 'AMBNS', 'GACDFSA066MSFRBPHI']",-2.465714024
"['경상수지', 'FEDFUNDS', 'KORPROINDMISMEI']",-2.466007601
"['T10Y2YM', 'UNRATENSA', '자가주거비']",-2.466038052
"['PCE', 'UNRATENSA', 'HSN1F']",-2.466062336
"['Volume', 'HSN1F', '자가주거비포함지수']",-2.466129385
"['T10Y2YM', 'CSUSHPINSA', '자가주거비포함지수']",-2.466131086
"['Volume', 'T10Y2YM', 'PCE']",-2.466173079
"['T10Y2YM', 'CSUSHPINSA', '자가주거비']",-2.466178084
"['HOUST', '자가주거비', '통화량']",-2.466210759
"['RMFSL', '자가주거비포함지수', 'KORPROINDMISMEI']",-2.466318926
"['상품수지', 'TCU', 'PPIACO']",-2.466329272
"['HSN1F', 'AMBNS', 'KORCPIALLMINMEI']",-2.466333647
"['PCE', 'HSN1F', '정책금리']",-2.466373994
"['TOTALSA', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",-2.466519071
"['TWEXBMTH', '자가주거비포함지수', '자가주거비']",-2.466684916
"['경상수지', 'PPIACO', 'USSLIND']",-2.466824981
"['UNRATENSA', 'CPIAUCSL', 'FEDFUNDS']",-2.466837803
"['UNRATENSA', '자가주거비', '통화량']",-2.466845881
"['Volume', '상품수지', '자가주거비']",-2.467047025
"['Volume', '경상수지', '통화량']",-2.467123224
"['UNRATENSA', 'TOTALSA', '자가주거비']",-2.467289229
"['DGORDER', 'INDPRO', 'AMBNS']",-2.467289569
"['PCE', 'UNRATENSA', '통화량']",-2.467403297
"['TOTALSA', 'AMBNS', 'EXJPUS']",-2.467454634
"['HSN1F', '수출물가지수', 'IR3TCD01KRM156N']",-2.467630513
"['상품수지', '자가주거비포함지수', 'IR3TCD01KRM156N']",-2.46767124
"['USSLIND', '자가주거비', 'EXJPUS']",-2.467938984
"['PCE', 'UNRATENSA', '자가주거비']",-2.468157244
"['TWEXBMTH', '자가주거비', 'KORPROINDMISMEI']",-2.468177083
"['UNRATE', '자가주거비', '한국실업률']",-2.468178983
"['TOTALSA', 'XTEXVA01CNM667S', '통화량']",-2.468492134
"['TWEXBMTH', 'UNRATENSA', 'KORPROINDMISMEI']",-2.468528251
"['Volume', 'HOUST', 'KORCPIALLMINMEI']",-2.46858479
"['Volume', 'CPIAUCSL', 'LRUNTTTTKRM156S']",-2.468655323
"['상품수지', 'EXJPUS', 'EXKOUS']",-2.468686927
"['CPIAUCSL', 'HOUST', '자가주거비']",-2.468809067
"['PPIACO', 'CPIAUCSL', '자가주거비포함지수']",-2.468819247
"['HSN1F', '정책금리', 'KORPROINDMISMEI']",-2.468945899
"['CPIAUCSL', 'FEDFUNDS', '정책금리']",-2.46936045
"['CSUSHPINSA', '자가주거비포함지수', 'XTEXVA01CNM667S']",-2.46959491
"['자가주거비', 'XTEXVA01CNM667S', '한국실업률']",-2.469674076
"['BAA', 'RMFSL', 'IR3TCD01KRM156N']",-2.469760471
"['CPIAUCSL', '자가주거비', 'XTEXVA01CNM667S']",-2.469773195
"['경상수지', 'BAA', 'PPIACO']",-2.46978451
"['경상수지', 'NEWORDER', 'UMCSENT']",-2.469785529
"['UNRATE', 'CPIAUCSL', '자가주거비포함지수']",-2.469870069
"['Volume', 'UNRATENSA', '자가주거비포함지수']",-2.469933834
"['DGORDER', 'AMBNS', 'KORCPIALLMINMEI']",-2.470194675
"['Volume', 'NEWORDER', 'UMCSENT']",-2.470200344
"['T10Y2YM', 'CSUSHPINSA', '통화량']",-2.470302424
"['PPIACO', 'USSLIND', '통화량']",-2.470376066
"['HOUST', '정책금리', 'IR3TCD01KRM156N']",-2.470718688
"['TWEXBMTH', 'AMBNS', '수출물가지수']",-2.470909398
"['TWEXBMTH', 'AMBNS', '자가주거비']",-2.470966431
"['Volume', 'TCU', 'INDPRO']",-2.470992985
"['ISM_PMI_Actual', 'NEWORDER', 'EXKOUS']",-2.471048296
"['HSN1F', 'TOTALSA', 'XTIMVA01KRM667S']",-2.471072257
"['HSN1F', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",-2.471195618
"['상품수지', 'DGORDER', 'AMBNS']",-2.471218465
"['PCE', 'CPIAUCSL', 'XTEXVA01CNM667S']",-2.471231125
"['UNRATENSA', 'TOTALSA', '통화량']",-2.471327217
"['RMFSL', '수출물가지수', 'XTEXVA01CNM667S']",-2.471409442
"['경상수지', 'TWEXBMTH', 'CPIAUCSL']",-2.47148008
"['CPIAUCSL', 'XTEXVA01CNM667S', '정책금리']",-2.471493107
"['Volume', 'PPIACO', '통화량']",-2.471574702
"['경상수지', 'AMBNS', 'EXJPUS']",-2.47169795
"['PCE', 'UNRATENSA', '정책금리']",-2.471741934
"['HSN1F', 'AMBNS', 'KORPROINDMISMEI']",-2.471746064
"['UNRATENSA', 'HSN1F', '통화량']",-2.471857641
"['HOUST', 'FEDFUNDS', '통화량']",-2.47189804
"['UNRATE', 'AMBNS', 'XTIMVA01KRM667S']",-2.471925801
"['T10Y2YM', '한국실업률', 'IR3TCD01KRM156N']",-2.47204788
"['UNRATENSA', 'HOUST', '정책금리']",-2.472058422
"['HSN1F', '정책금리', '한국실업률']",-2.472090251
"['PPIACO', 'AMBNS', 'EXJPUS']",-2.472136895
"['Volume', 'TOTALSA', '정책금리']",-2.472184539
"['TWEXBMTH', '자가주거비포함지수', 'XTIMVA01KRM667S']",-2.472252073
"['Volume', 'TOTALSA', 'AMBNS']",-2.472259872
"['DGORDER', 'USSLIND', '자가주거비포함지수']",-2.472399316
"['T10Y2YM', 'TWEXBMTH', 'TCU']",-2.472410833
"['FEDFUNDS', 'USSLIND', 'KORPROINDMISMEI']",-2.472419494
"['ISM_PMI_Actual', '경상수지', 'HOUST']",-2.47256355
"['NEWORDER', 'FEDFUNDS', '자가주거비']",-2.472650349
"['경상수지', 'USSLIND', 'TOTALSA']",-2.472736593
"['T10Y2YM', 'PCE', '한국실업률']",-2.472802927
"['CSUSHPINSA', 'DGORDER', 'XTEXVA01CNM667S']",-2.472836492
"['PCE', '자가주거비포함지수', 'XTEXVA01CNM667S']",-2.472898501
"['CSUSHPINSA', 'PCE', 'TOTALSA']",-2.472899375
"['HSN1F', 'TOTALSA', '정책금리']",-2.472904217
"['ISM_PMI_Actual', '정책금리', 'IR3TCD01KRM156N']",-2.472955073
"['경상수지', 'USSLIND', 'KORPROINDMISMEI']",-2.47318291
"['XTEXVA01CNM667S', '통화량', '한국실업률']",-2.4731986
"['LREMTTTTUSM156S', 'UMCSENT', 'IR3TCD01KRM156N']",-2.473529322
"['TWEXBMTH', 'FEDFUNDS', 'UMCSENT']",-2.473572754
"['DGORDER', 'AMBNS', 'XTEXVA01CNM667S']",-2.473750854
"['ISM_PMI_Actual', 'HOUST', 'AMBNS']",-2.47390554
"['LREMTTTTUSM156S', '수출물가지수', 'EXJPUS']",-2.473990203
"['T10Y2YM', 'TWEXBMTH', 'XTEXVA01CNM667S']",-2.474005931
"['T10Y2YM', 'LREMTTTTUSM156S', 'XTEXVA01CNM667S']",-2.474007415
"['CPIAUCSL', 'HOUST', '통화량']",-2.474008513
"['상품수지', 'DGORDER', 'EXJPUS']",-2.474152327
"['Volume', 'FEDFUNDS', 'KORPROINDMISMEI']",-2.474156305
"['USSLIND', '정책금리', '통화량']",-2.474336912
"['UNRATE', '통화량', 'XTIMVA01KRM667S']",-2.474432179
"['FEDFUNDS', 'AMBNS', '통화량']",-2.474469536
"['NEWORDER', 'CPIAUCSL', 'HOUST']",-2.474722351
"['상품수지', 'USSLIND', '통화량']",-2.474842885
"['TCU', 'USSLIND', '수출물가지수']",-2.474913777
"['상품수지', 'RMFSL', '자가주거비포함지수']",-2.474922282
"['FEDFUNDS', 'AMBNS', '자가주거비']",-2.475008646
"['LREMTTTTUSM156S', 'CPIAUCSL', 'XTIMVA01KRM667S']",-2.475013024
"['HOUST', 'FEDFUNDS', 'XTEXVA01CNM667S']",-2.475171425
"['상품수지', 'T10Y2YM', 'UNRATENSA']",-2.47525304
"['CSUSHPINSA', 'UNRATENSA', '통화량']",-2.475294733
"['UNRATENSA', 'TOTALSA', 'IR3TCD01KRM156N']",-2.475336679
"['Volume', 'UNRATE', 'KORPROINDMISMEI']",-2.475388238
"['DGORDER', 'PPIACO', 'XTEXVA01CNM667S']",-2.475398396
"['Volume', 'UMCSENT', 'LRUNTTTTKRM156S']",-2.475413169
"['AMBNS', '자가주거비포함지수', 'XTIMVA01KRM667S']",-2.475659488
"['Volume', 'T10Y2YM', 'IR3TCD01KRM156N']",-2.475726017
"['PCE', 'HOUST', 'FEDFUNDS']",-2.475814186
"['UNRATE', 'PCE', 'DGORDER']",-2.475818788
"['AMBNS', '자가주거비', 'KORPROINDMISMEI']",-2.475890327
"['TWEXBMTH', 'PPIACO', '통화량']",-2.476047778
"['TWEXBMTH', 'RMFSL', 'KORCPIALLMINMEI']",-2.476260331
"['UNRATE', 'PCE', '자가주거비포함지수']",-2.476312251
"['T10Y2YM', 'CSUSHPINSA', '환율평균']",-2.476329951
"['HSN1F', '통화량', 'XTIMVA01KRM667S']",-2.476393757
"['CSUSHPINSA', 'UNRATENSA', '자가주거비포함지수']",-2.476403172
"['LREMTTTTUSM156S', 'XTEXVA01CNM667S', '통화량']",-2.47659078
"['PCE', 'TWEXBMTH', '자가주거비']",-2.476660994
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S']",-2.476849437
"['CSUSHPINSA', '한국실업률', '환율평균']",-2.476862224
"['UNRATENSA', '자가주거비', '정책금리']",-2.476875913
"['BAA', 'PPIACO', 'FEDFUNDS']",-2.477367828
"['TWEXBMTH', 'UNRATENSA', '자가주거비포함지수']",-2.477505587
"['PPIACO', 'CPIAUCSL', 'KORPROINDMISMEI']",-2.477951234
"['PCE', 'TWEXBMTH', '통화량']",-2.478040983
"['T10Y2YM', 'CPIAUCSL', 'XTEXVA01CNM667S']",-2.478075093
