DATE,XTIMVA01KRM667S
1970-06-01,138338646.251615
1970-07-01,154937042.867198
1970-08-01,161055272.308146
1970-09-01,157802517.963651
1970-10-01,202151062.792438
1970-11-01,177045014.174522
1970-12-01,224011589.640287
1971-01-01,149360350.550825
1971-02-01,235593722.21076798
1971-03-01,170718906.222884
1971-04-01,197480545.457968
1971-05-01,201642139.14988998
1971-06-01,228948568.044211
1971-07-01,234826125.353778
1971-08-01,213273300.991015
1971-09-01,200321559.715016
1971-10-01,191535383.754275
1971-11-01,194219058.200894
1971-12-01,175821843.178517
1972-01-01,148625314.320983
1972-02-01,195763812.819018
1972-03-01,202079333.472304
1972-04-01,199137462.437879
1972-05-01,217915607.23742202
1972-06-01,207962535.095043
1972-07-01,198331835.02492198
1972-08-01,208720106.499631
1972-09-01,256023634.30019197
1972-10-01,227385802.46853298
1972-11-01,201418070.87122
1972-12-01,251051629.620019
1973-01-01,271156955.57524097
1973-02-01,227136208.035182
1973-03-01,319810555.870579
1973-04-01,348438701.45989805
1973-05-01,373156563.232312
1973-06-01,337119278.313444
1973-07-01,373091062.279255
1973-08-01,364906861.01992697
1973-09-01,386012383.28159297
1973-10-01,410739628.60824
1973-11-01,397623193.835622
1973-12-01,384124494.31453
1974-01-01,529889424.444824
1974-02-01,486484724.068633
1974-03-01,522341614.13907
1974-04-01,528607325.496752
1974-05-01,577805590.134932
1974-06-01,640158710.5258119
1974-07-01,624566548.106532
1974-08-01,636066168.107604
1974-09-01,571078807.5766679
1974-10-01,612116151.211447
1974-11-01,602523761.5116919
1974-12-01,513448623.970161
1975-01-01,616005899.714081
1975-02-01,715568738.23839
1975-03-01,683481794.323607
1975-04-01,662083415.28777
1975-05-01,598133596.78168
1975-06-01,598711929.017655
1975-07-01,466344852.304898
1975-08-01,523923684.236525
1975-09-01,527711210.25962996
1975-10-01,561628372.3760021
1975-11-01,748031551.858808
1975-12-01,581791447.445672
1976-01-01,651926427.455178
1976-02-01,659160400.438529
1976-03-01,615232794.2659401
1976-04-01,675239933.98593
1976-05-01,738224216.411905
1976-06-01,680227973.950119
1976-07-01,899756466.016839
1976-08-01,762196904.738534
1976-09-01,855978556.212879
1976-10-01,715202493.518329
1976-11-01,779271152.175667
1976-12-01,722495547.856506
1977-01-01,809959890.448272
1977-02-01,769786351.389488
1977-03-01,852149701.511982
1977-04-01,881583290.382253
1977-05-01,860210899.9347819
1977-06-01,1023823428.4612399
1977-07-01,831459665.05712
1977-08-01,914299871.799145
1977-09-01,921062761.432243
1977-10-01,986430782.932931
1977-11-01,967848584.80468
1977-12-01,966347773.517758
1978-01-01,1037110485.5570701
1978-02-01,1040953167.24618
1978-03-01,1050763913.63019
1978-04-01,1084902590.03892
1978-05-01,1115028192.29879
1978-06-01,1151630536.47767
1978-07-01,1237410647.9832602
1978-08-01,1329460796.89462
1978-09-01,1366419131.64812
1978-10-01,1504996273.6061199
1978-11-01,1550044238.29241
1978-12-01,1483159781.15745
1979-01-01,1385115503.6754901
1979-02-01,1574194115.55582
1979-03-01,1569332487.46673
1979-04-01,1530151954.10405
1979-05-01,1802515284.46087
1979-06-01,1810647501.6837301
1979-07-01,1645361380.80179
1979-08-01,1846850656.1874201
1979-09-01,1825893903.24079
1979-10-01,1659829217.30793
1979-11-01,1766603668.4187
1979-12-01,1860281542.40024
1980-01-01,1728024494.60429
1980-02-01,2002550646.6761098
1980-03-01,1918460135.4362202
1980-04-01,1838782672.7010498
1980-05-01,1801496788.02401
1980-06-01,1689672031.9029598
1980-07-01,1982526210.46522
1980-08-01,1878864363.93222
1980-09-01,1642323517.37895
1980-10-01,2021553265.37758
1980-11-01,1768320058.4684799
1980-12-01,1979313382.63184
1981-01-01,2015357441.73871
1981-02-01,2212175744.34027
1981-03-01,2141056150.28918
1981-04-01,2248850955.25552
1981-05-01,2164171803.56241
1981-06-01,2117539226.1900997
1981-07-01,2364156184.7655697
1981-08-01,2183758231.61837
1981-09-01,2072186891.69552
1981-10-01,2089243819.4861703
1981-11-01,2017821925.6741002
1981-12-01,2421303865.12548
1982-01-01,2082710647.72925
1982-02-01,1943837336.06059
1982-03-01,2022477014.02626
1982-04-01,2142311753.61326
1982-05-01,1731351665.55981
1982-06-01,2042637846.80722
1982-07-01,1901771127.27044
1982-08-01,2060508684.99237
1982-09-01,2237340808.74749
1982-10-01,2005853670.6582499
1982-11-01,2129131142.5895
1982-12-01,1953714271.19608
1983-01-01,1945054470.06538
1983-02-01,2267406242.2019897
1983-03-01,2143362690.0650702
1983-04-01,1771558571.43691
1983-05-01,2038825342.3346
1983-06-01,2140325306.42963
1983-07-01,2108709440.8197901
1983-08-01,1927354643.58153
1983-09-01,2323491914.30708
1983-10-01,2659728072.99009
1983-11-01,2324408444.2223797
1983-12-01,2547934348.66674
1984-01-01,2667740842.19196
1984-02-01,2404023062.4641004
1984-03-01,2515353809.98109
1984-04-01,2591397203.01271
1984-05-01,2695946986.48297
1984-06-01,2765829481.5483503
1984-07-01,2632746621.40098
1984-08-01,2700591523.32107
1984-09-01,2601303019.62958
1984-10-01,2467428969.58682
1984-11-01,2326663555.28891
1984-12-01,2323276606.11056
1985-01-01,2552507126.90035
1985-02-01,2244722121.13209
1985-03-01,2266899614.2718697
1985-04-01,2444846412.37103
1985-05-01,2608706146.68997
1985-06-01,2461168361.6301
1985-07-01,2396863516.5721397
1985-08-01,2480745414.8702803
1985-09-01,2540900709.18192
1985-10-01,2631589161.62571
1985-11-01,3102397648.84314
1985-12-01,3289906332.8849397
1986-01-01,2901904408.79902
1986-02-01,2864289829.26931
1986-03-01,2544235235.54271
1986-04-01,2557114080.36502
1986-05-01,2554497091.62976
1986-06-01,2534142149.67997
1986-07-01,2641559468.05786
1986-08-01,2655371194.87289
1986-09-01,2620159172.53188
1986-10-01,2583598312.2314696
1986-11-01,2609835002.71202
1986-12-01,2902653661.0939903
1987-01-01,2493555785.70136
1987-02-01,2977117122.11977
1987-03-01,3064402119.88303
1987-04-01,3276102015.1958704
1987-05-01,3582474445.10764
1987-06-01,3448535785.46023
1987-07-01,3558152153.08971
1987-08-01,3612242291.03675
1987-09-01,3786431054.59325
1987-10-01,3467935489.92395
1987-11-01,3820086862.80015
1987-12-01,3819361038.71599
1988-01-01,4055452770.89272
1988-02-01,3901774234.8278503
1988-03-01,4022758539.5333295
1988-04-01,4206174383.45007
1988-05-01,4094822921.6873
1988-06-01,4186466130.4760604
1988-07-01,4577461977.98494
1988-08-01,4814738319.51063
1988-09-01,4454228799.55826
1988-10-01,4626190374.7956
1988-11-01,4484412479.071361
1988-12-01,4461153503.9333
1989-01-01,4751019241.15605
1989-02-01,4635807474.44444
1989-03-01,5046894770.15387
1989-04-01,4893426063.56694
1989-05-01,4783793767.11776
1989-06-01,5199399903.63694
1989-07-01,5253321250.68086
1989-08-01,5764287383.68842
1989-09-01,5199629059.09318
1989-10-01,5431520650.767679
1989-11-01,5327661238.148
1989-12-01,5263328374.14075
1990-01-01,4858949449.55056
1990-02-01,5655510172.91667
1990-03-01,5750283633.48471
1990-04-01,5327715298.547669
1990-05-01,5661366084.70254
1990-06-01,5452579925.12431
1990-07-01,5420786641.15707
1990-08-01,5651710460.55871
1990-09-01,6559140643.652471
1990-10-01,6105005814.65479
1990-11-01,7297429306.216351
1990-12-01,6125837083.46558
1991-01-01,6312901447.553559
1991-02-01,7196297296.27283
1991-03-01,6715892283.26981
1991-04-01,6783707503.77444
1991-05-01,6820244478.97321
1991-06-01,6691660401.852099
1991-07-01,7001186561.58415
1991-08-01,6710937763.82123
1991-09-01,6763822260.585899
1991-10-01,6994338171.33692
1991-11-01,7285631851.30751
1991-12-01,6374336635.2587805
1992-01-01,7616784484.34392
1992-02-01,6921293175.88393
1992-03-01,6939143296.63714
1992-04-01,6704822732.25177
1992-05-01,6907443317.26067
1992-06-01,7099650980.16022
1992-07-01,7030623088.47612
1992-08-01,6372564034.600141
1992-09-01,6322483704.05493
1992-10-01,7262033723.898749
1992-11-01,6349745342.95488
1992-12-01,6332554285.75368
1993-01-01,6763326604.87718
1993-02-01,6956201815.785971
1993-03-01,6778991958.89584
1993-04-01,6718867202.718261
1993-05-01,6942335527.235149
1993-06-01,7386078102.47033
1993-07-01,7204404733.23905
1993-08-01,6770359715.275761
1993-09-01,7240223140.579741
1993-10-01,7147666402.17173
1993-11-01,7065983148.37432
1993-12-01,6895809638.34586
1994-01-01,8051811665.67047
1994-02-01,7187440739.44023
1994-03-01,7844565554.21146
1994-04-01,8050822482.92943
1994-05-01,8312591816.750111
1994-06-01,8143748233.211961
1994-07-01,8524307115.94167
1994-08-01,8664753193.74232
1994-09-01,9079683314.12521
1994-10-01,9256585111.8181
1994-11-01,9322391752.612831
1994-12-01,10014199319.564201
1995-01-01,9377258170.354641
1995-02-01,10594087497.2254
1995-03-01,10991130473.7854
1995-04-01,11274953690.4573
1995-05-01,11426171759.8545
1995-06-01,11656586169.948399
1995-07-01,11577234930.7742
1995-08-01,11641567111.8509
1995-09-01,12204134720.4851
1995-10-01,11697972843.4554
1995-11-01,11559753140.3962
1995-12-01,11372040876.7781
1996-01-01,12316923828.9668
1996-02-01,12221704935.5175
1996-03-01,11869762113.4324
1996-04-01,12398427854.6502
1996-05-01,12303471299.0426
1996-06-01,12034631703.0596
1996-07-01,12565793968.4623
1996-08-01,13353240219.4818
1996-09-01,11983748654.1989
1996-10-01,13224895522.7209
1996-11-01,13240992659.077
1996-12-01,12852669544.7005
1997-01-01,12739585823.1327
1997-02-01,12277358639.147501
1997-03-01,12756338309.7013
1997-04-01,12525564635.6739
1997-05-01,12180450110.8628
1997-06-01,12398143629.5076
1997-07-01,12504931859.7723
1997-08-01,12088638770.4181
1997-09-01,11897534634.6766
1997-10-01,12279549377.102001
1997-11-01,11821771935.1029
1997-12-01,9480780334.92836
1998-01-01,7735058212.47105
1998-02-01,8417403282.74679
1998-03-01,7936460808.00185
1998-04-01,8031673870.891
1998-05-01,7695953588.310181
1998-06-01,7682436315.072161
1998-07-01,7024142840.099441
1998-08-01,7490362842.55886
1998-09-01,7462813874.34379
1998-10-01,7597929773.790279
1998-11-01,8244318902.805951
1998-12-01,8055203774.57523
1999-01-01,9050613159.17435
1999-02-01,8144347575.249119
1999-03-01,8730976781.15634
1999-04-01,8908508719.21128
1999-05-01,9616101169.07527
1999-06-01,10139628365.2558
1999-07-01,9868172855.33882
1999-08-01,10176029586.5131
1999-09-01,10393839138.2745
1999-10-01,11488131517.2339
1999-11-01,11396732375.671799
1999-12-01,11758382457.4692
2000-01-01,13173038611.023401
2000-02-01,12742180027.6603
2000-03-01,13325321082.3734
2000-04-01,13574553487.574598
2000-05-01,13038285401.82
2000-06-01,13126136509.3071
2000-07-01,14051804560.475601
2000-08-01,13609980718.8837
2000-09-01,13859270093.2876
2000-10-01,13987962297.6845
2000-11-01,13758785712.7806
2000-12-01,12836716798.8382
2001-01-01,12497771598.463902
2001-02-01,13551165025.192701
2001-03-01,12370670117.3907
2001-04-01,11193185579.1252
2001-05-01,11366302481.9555
2001-06-01,11923838786.7126
2001-07-01,11194888011.1128
2001-08-01,11473232179.8007
2001-09-01,12410710314.4212
2001-10-01,11198264957.7675
2001-11-01,11212478751.7826
2001-12-01,11041191565.1325
2002-01-01,11367089282.6679
2002-02-01,11143217708.8941
2002-03-01,11665533260.7971
2002-04-01,12291510242.1586
2002-05-01,12507363087.5468
2002-06-01,12404625834.430399
2002-07-01,12872408769.2043
2002-08-01,13255773692.3079
2002-09-01,13494684238.0053
2002-10-01,13445534004.3907
2002-11-01,13873343188.7514
2002-12-01,13878552655.2384
2003-01-01,14518782056.5759
2003-02-01,14742944305.512999
2003-03-01,15434783633.2695
2003-04-01,14428600887.789999
2003-05-01,13589082045.527199
2003-06-01,13718247642.0094
2003-07-01,14700447508.0556
2003-08-01,14218138725.5695
2003-09-01,14804715900.956
2003-10-01,16093823004.481699
2003-11-01,15940898943.8319
2003-12-01,16638489996.248701
2004-01-01,16525322078.5001
2004-02-01,18847300701.2849
2004-03-01,17917700864.5821
2004-04-01,18392174797.5026
2004-05-01,18325601426.7279
2004-06-01,18594293137.1144
2004-07-01,18466609223.511898
2004-08-01,18635066916.4061
2004-09-01,18509113889.650097
2004-10-01,20647979783.753498
2004-11-01,19790724806.3405
2004-12-01,19838745337.370197
2005-01-01,20179866117.4096
2005-02-01,19626452702.1493
2005-03-01,21388277305.434902
2005-04-01,21148121331.348103
2005-05-01,21252190748.806602
2005-06-01,21349776085.7099
2005-07-01,21970765990.1135
2005-08-01,22138835434.055
2005-09-01,23061132084.2389
2005-10-01,22958179691.0913
2005-11-01,23249952012.5624
2005-12-01,23369714465.519897
2006-01-01,23462498620.3681
2006-02-01,25133187629.189
2006-03-01,24421134346.4841
2006-04-01,24841824107.221397
2006-05-01,25816023987.5954
2006-06-01,26096981650.425503
2006-07-01,26048336370.4401
2006-08-01,27128066012.959698
2006-09-01,28542330095.2204
2006-10-01,25521305598.372402
2006-11-01,26100531572.0737
2006-12-01,27145655975.459297
2007-01-01,27413852128.7295
2007-02-01,27225885743.204403
2007-03-01,28173307525.969498
2007-04-01,29461748296.5391
2007-05-01,29411257248.5143
2007-06-01,29144333578.189
2007-07-01,29171751685.8759
2007-08-01,29681018149.3663
2007-09-01,28601454204.256603
2007-10-01,32028412550.620502
2007-11-01,33082072436.8441
2007-12-01,33491147786.5547
2008-01-01,36045861433.7867
2008-02-01,34842460616.5759
2008-03-01,36462013427.8045
2008-04-01,37388553948.3841
2008-05-01,38873755664.4099
2008-06-01,38678223591.2656
2008-07-01,41978372210.352196
2008-08-01,41956346631.3355
2008-09-01,39940540035.3395
2008-10-01,35318028920.0769
2008-11-01,29231097042.1456
2008-12-01,25305876306.7402
2009-01-01,25143217524.6895
2009-02-01,24297736093.0704
2009-03-01,23105361206.0019
2009-04-01,24325295525.8708
2009-05-01,23986456118.4488
2009-06-01,25779315038.3762
2009-07-01,27043202018.3905
2009-08-01,28434692557.2891
2009-09-01,30038212146.905
2009-10-01,30283009959.433
2009-11-01,29418956560.365402
2009-12-01,31362070881.499
2010-01-01,31980614349.6258
2010-02-01,34003620054.2486
2010-03-01,33718109514.508
2010-04-01,34805621552.8472
2010-05-01,35936892623.3592
2010-06-01,35138172000.9734
2010-07-01,35352306962.3394
2010-08-01,36075419292.2938
2010-09-01,35283502110.5397
2010-10-01,37080037844.3701
2010-11-01,37807460480.7107
2010-12-01,37977044016.1197
2011-01-01,42571753760.6444
2011-02-01,39872534732.3151
2011-03-01,43187660689.8218
2011-04-01,44258982211.1622
2011-05-01,45685792068.6898
2011-06-01,44677136536.3471
2011-07-01,45188032905.724495
2011-08-01,45404954170.863396
2011-09-01,45639279909.3097
2011-10-01,42797102537.7864
2011-11-01,42047294952.774
2011-12-01,44076858648.9198
2012-01-01,43173048281.8341
2012-02-01,46397996820.6106
2012-03-01,43650637798.2018
2012-04-01,44033930840.304794
2012-05-01,43912243105.3523
2012-06-01,42785123710.7061
2012-07-01,41895180308.6694
2012-08-01,41137097431.447105
2012-09-01,44816599850.6447
2012-10-01,41597640272.2397
2012-11-01,42400682810.1654
2012-12-01,42649633097.183395
2013-01-01,43965171192.677704
2013-02-01,44321112244.890305
2013-03-01,43554913625.038605
2013-04-01,42784525985.7296
2013-05-01,41859504740.2712
2013-06-01,42407368940.7315
2013-07-01,42360474050.9742
2013-08-01,42534856377.7611
2013-09-01,42295847594.1246
2013-10-01,43721277910.8792
2013-11-01,43053383848.085
2013-12-01,42959960708.6598
2014-01-01,43432237881.4562
2014-02-01,46086890237.540405
2014-03-01,45127218760.8037
2014-04-01,44974270659.7687
2014-05-01,43015791430.187004
2014-06-01,43278427155.5915
2014-07-01,44778771040.14069
2014-08-01,44724802276.5905
2014-09-01,44533461867.6429
2014-10-01,42265181874.853
2014-11-01,42195056233.3365
2014-12-01,41602386871.115105
2015-01-01,38975161949.6421
2015-02-01,37262070865.6822
2015-03-01,37301352263.339294
2015-04-01,37124891064.133995
2015-05-01,37197677053.2787
2015-06-01,36480387775.9854
2015-07-01,37732999869.4974
2015-08-01,36341833740.9284
2015-09-01,34815297627.8314
2015-10-01,36008564286.7502
2015-11-01,33988994717.9092
2015-12-01,33592575714.4601
2016-01-01,31763054925.3153
2016-02-01,30024167400.8537
2016-03-01,31620413067.965298
2016-04-01,32470308639.173504
2016-05-01,33353294510.9706
2016-06-01,33780277244.7569
2016-07-01,34045746922.919598
2016-08-01,35117636351.8415
2016-09-01,34262250874.2536
2016-10-01,35086922427.1437
2016-11-01,36360376254.0115
2016-12-01,37082014261.2239
2017-01-01,37342397821.8976
2017-02-01,39683794038.5194
2017-03-01,40378169491.787704
2017-04-01,38902759897.0701
2017-05-01,38823945197.4309
2017-06-01,40419326440.745895
2017-07-01,39391997445.2597
2017-08-01,40570007995.4281
2017-09-01,42966405641.9005
2017-10-01,37070854143.4349
2017-11-01,41012025567.623604
2017-12-01,43068923691.993
2018-01-01,44445812767.9218
2018-02-01,45735023086.7894
2018-03-01,43522118965.2072
2018-04-01,43813688548.209
2018-05-01,43937795119.513504
2018-06-01,45846449012.1971
2018-07-01,44838503173.9773
2018-08-01,44384388319.75111
2018-09-01,43221745618.1252
2018-10-01,46440664088.8927
2018-11-01,45687071257.4086
2018-12-01,43557755772.8281
2019-01-01,43700971733.0653
2019-02-01,40004002883.7277
2019-03-01,41533432548.63541
2019-04-01,43976872618.1742
