feature,precision
"['Volume', '경상수지', 'FEDFUNDS']",0
"['Volume', '경상수지', 'USSLIND']",0.25
"['Volume', '경상수지', 'TOTALSA']",0.25
"['Volume', '경상수지', 'UMCSENT']",0
"['Volume', '경상수지', '서울아파트매매가격지수']",0.230769231
"['Volume', '경상수지', 'AMBNS']",0
"['Volume', '경상수지', '자가주거비포함지수']",0
"['Volume', '경상수지', '자가주거비']",0
"['Volume', '경상수지', '수출물가지수']",0.5
"['Volume', '경상수지', 'EXJPUS']",0
"['Volume', '경상수지', 'EXKOUS']",0
"['Volume', '경상수지', 'EXCHUS']",0.083333333
"['Volume', '경상수지', 'XTEXVA01CNM667S']",0
"['Volume', '경상수지', '정책금리']",0
"['Volume', '경상수지', '통화량']",0
"['Volume', '경상수지', 'GACDFSA066MSFRBPHI']",0
"['Volume', '경상수지', 'XTIMVA01KRM667S']",0
"['Volume', '경상수지', 'KORPROINDMISMEI']",0
"['Volume', '경상수지', 'KORCPIALLMINMEI']",0
"['Volume', '경상수지', 'LRUNTTTTKRM156S']",0
"['Volume', '경상수지', '한국실업률']",0
"['Volume', '경상수지', 'IR3TCD01KRM156N']",0
"['Volume', '경상수지', '환율평균']",0
"['Volume', '상품수지', 'BAA']",0
"['Volume', '상품수지', 'UNRATE']",0.333333333
"['Volume', '상품수지', 'T10Y2YM']",0
"['Volume', '상품수지', 'NEWORDER']",0
"['Volume', '상품수지', 'CSUSHPINSA']",0
"['Volume', '상품수지', 'PCE']",0
"['Volume', '상품수지', 'LREMTTTTUSM156S']",0.333333333
"['Volume', '상품수지', 'DGORDER']",0
"['Volume', '상품수지', 'TWEXBMTH']",0
"['Volume', '상품수지', 'UNRATENSA']",0
"['Volume', '상품수지', 'TCU']",0
"['Volume', '상품수지', 'INDPRO']",0
"['Volume', '상품수지', 'PPIACO']",0
"['Volume', '상품수지', 'RMFSL']",0
"['Volume', '상품수지', 'CPIAUCSL']",0
"['Volume', '상품수지', 'HOUST']",0
"['Volume', '상품수지', 'HSN1F']",0
"['Volume', '상품수지', 'FEDFUNDS']",0
"['Volume', '상품수지', 'USSLIND']",0
"['Volume', '상품수지', 'TOTALSA']",0.333333333
"['Volume', '상품수지', 'UMCSENT']",0
"['Volume', '상품수지', '서울아파트매매가격지수']",0
"['Volume', '상품수지', 'AMBNS']",0
"['Volume', '상품수지', '자가주거비포함지수']",0
"['Volume', '상품수지', '자가주거비']",0
"['Volume', '상품수지', '수출물가지수']",0.25
"['Volume', '상품수지', 'EXJPUS']",0
"['Volume', '상품수지', 'EXKOUS']",0
"['Volume', '상품수지', 'EXCHUS']",0.2
"['Volume', '상품수지', 'XTEXVA01CNM667S']",0.333333333
"['Volume', '상품수지', '정책금리']",0
"['Volume', '상품수지', '통화량']",0
"['Volume', '상품수지', 'GACDFSA066MSFRBPHI']",0
"['Volume', '상품수지', 'XTIMVA01KRM667S']",0
"['Volume', '상품수지', 'KORPROINDMISMEI']",0
"['Volume', '상품수지', 'KORCPIALLMINMEI']",0
"['Volume', '상품수지', 'LRUNTTTTKRM156S']",0
"['Volume', '상품수지', '한국실업률']",0
"['Volume', '상품수지', 'IR3TCD01KRM156N']",0
"['Volume', '상품수지', '환율평균']",0
"['Volume', 'BAA', 'UNRATE']",0
"['Volume', 'BAA', 'T10Y2YM']",0
"['Volume', 'BAA', 'NEWORDER']",0
"['Volume', 'BAA', 'CSUSHPINSA']",0
"['Volume', 'BAA', 'PCE']",0
"['Volume', 'BAA', 'LREMTTTTUSM156S']",0
"['Volume', 'BAA', 'DGORDER']",0
"['Volume', 'BAA', 'TWEXBMTH']",0
"['Volume', 'BAA', 'UNRATENSA']",0
"['Volume', 'BAA', 'TCU']",0
"['Volume', 'BAA', 'INDPRO']",0
"['Volume', 'BAA', 'PPIACO']",0
"['Volume', 'BAA', 'RMFSL']",0
"['Volume', 'BAA', 'CPIAUCSL']",0
"['Volume', 'BAA', 'HOUST']",0
"['Volume', 'BAA', 'HSN1F']",0
"['Volume', 'BAA', 'FEDFUNDS']",0
"['Volume', 'BAA', 'USSLIND']",0
"['Volume', 'BAA', 'TOTALSA']",0
"['Volume', 'BAA', 'UMCSENT']",0
"['Volume', 'BAA', '서울아파트매매가격지수']",0.333333333
"['Volume', 'BAA', 'AMBNS']",0
"['Volume', 'BAA', '자가주거비포함지수']",0
"['Volume', 'BAA', '자가주거비']",0
"['Volume', 'BAA', '수출물가지수']",0
"['Volume', 'BAA', 'EXJPUS']",0
"['Volume', 'BAA', 'EXKOUS']",0
"['Volume', 'BAA', 'EXCHUS']",0
"['Volume', 'BAA', 'XTEXVA01CNM667S']",0
"['Volume', 'BAA', '정책금리']",0
"['Volume', 'BAA', '통화량']",0
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'BAA', 'XTIMVA01KRM667S']",0
"['Volume', 'BAA', 'KORPROINDMISMEI']",0
"['Volume', 'BAA', 'KORCPIALLMINMEI']",0
"['Volume', 'BAA', 'LRUNTTTTKRM156S']",0
"['Volume', 'BAA', '한국실업률']",0
"['Volume', 'BAA', 'IR3TCD01KRM156N']",0
"['Volume', 'BAA', '환율평균']",0
"['Volume', 'UNRATE', 'T10Y2YM']",0.235294118
"['Volume', 'UNRATE', 'NEWORDER']",0.333333333
"['Volume', 'UNRATE', 'CSUSHPINSA']",0.25
"['Volume', 'UNRATE', 'PCE']",0
"['Volume', 'UNRATE', 'LREMTTTTUSM156S']",0
"['Volume', 'UNRATE', 'DGORDER']",0.25
"['Volume', 'UNRATE', 'TWEXBMTH']",0
"['Volume', 'UNRATE', 'UNRATENSA']",0.25
"['Volume', 'UNRATE', 'TCU']",0.333333333
"['Volume', 'UNRATE', 'INDPRO']",0.294117647
"['Volume', 'UNRATE', 'PPIACO']",0
"['Volume', 'UNRATE', 'RMFSL']",0.25
"['Volume', 'UNRATE', 'CPIAUCSL']",0
"['Volume', 'UNRATE', 'HOUST']",0.3
"['Volume', 'UNRATE', 'HSN1F']",0.1875
"['Volume', 'UNRATE', 'FEDFUNDS']",0
"['Volume', 'UNRATE', 'USSLIND']",0.25
"['Volume', 'UNRATE', 'TOTALSA']",0.285714286
"['Volume', 'UNRATE', 'UMCSENT']",0
"['Volume', 'UNRATE', '서울아파트매매가격지수']",0
"['Volume', 'UNRATE', 'AMBNS']",0
"['Volume', 'UNRATE', '자가주거비포함지수']",0
"['Volume', 'UNRATE', '자가주거비']",0
"['Volume', 'UNRATE', '수출물가지수']",0.222222222
"['Volume', 'UNRATE', 'EXJPUS']",0.375
"['Volume', 'UNRATE', 'EXKOUS']",0
"['Volume', 'UNRATE', 'EXCHUS']",0
"['Volume', 'UNRATE', 'XTEXVA01CNM667S']",0
"['Volume', 'UNRATE', '정책금리']",0
"['Volume', 'UNRATE', '통화량']",0
"['Volume', 'UNRATE', 'GACDFSA066MSFRBPHI']",0.263157895
"['Volume', 'UNRATE', 'XTIMVA01KRM667S']",0
"['Volume', 'UNRATE', 'KORPROINDMISMEI']",0
"['Volume', 'UNRATE', 'KORCPIALLMINMEI']",0
"['Volume', 'UNRATE', 'LRUNTTTTKRM156S']",0
"['Volume', 'UNRATE', '한국실업률']",0.375
"['Volume', 'UNRATE', 'IR3TCD01KRM156N']",0
"['Volume', 'UNRATE', '환율평균']",0
"['Volume', 'T10Y2YM', 'NEWORDER']",0.214285714
"['Volume', 'T10Y2YM', 'CSUSHPINSA']",0.235294118
"['Volume', 'T10Y2YM', 'PCE']",0
"['Volume', 'T10Y2YM', 'LREMTTTTUSM156S']",0.333333333
"['Volume', 'T10Y2YM', 'DGORDER']",0.222222222
"['Volume', 'T10Y2YM', 'TWEXBMTH']",0
"['Volume', 'T10Y2YM', 'UNRATENSA']",0.266666667
"['Volume', 'T10Y2YM', 'TCU']",0
"['Volume', 'T10Y2YM', 'INDPRO']",0.285714286
"['Volume', 'T10Y2YM', 'PPIACO']",0
"['Volume', 'T10Y2YM', 'RMFSL']",0.166666667
"['Volume', 'T10Y2YM', 'CPIAUCSL']",0
"['Volume', 'T10Y2YM', 'HOUST']",0.363636364
"['Volume', 'T10Y2YM', 'HSN1F']",0.285714286
"['Volume', 'T10Y2YM', 'FEDFUNDS']",0
"['Volume', 'T10Y2YM', 'USSLIND']",0.181818182
"['Volume', 'T10Y2YM', 'TOTALSA']",0.125
"['Volume', 'T10Y2YM', 'UMCSENT']",0
"['Volume', 'T10Y2YM', '서울아파트매매가격지수']",0
"['Volume', 'T10Y2YM', 'AMBNS']",0
"['Volume', 'T10Y2YM', '자가주거비포함지수']",0
"['Volume', 'T10Y2YM', '자가주거비']",0
"['Volume', 'T10Y2YM', '수출물가지수']",0.25
"['Volume', 'T10Y2YM', 'EXJPUS']",0.4
"['Volume', 'T10Y2YM', 'EXKOUS']",0
"['Volume', 'T10Y2YM', 'EXCHUS']",0
"['Volume', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['Volume', 'T10Y2YM', '정책금리']",0
"['Volume', 'T10Y2YM', '통화량']",0
"['Volume', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0.266666667
"['Volume', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['Volume', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['Volume', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['Volume', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['Volume', 'T10Y2YM', '한국실업률']",0
"['Volume', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['Volume', 'T10Y2YM', '환율평균']",0.333333333
"['Volume', 'NEWORDER', 'CSUSHPINSA']",0.272727273
"['Volume', 'NEWORDER', 'PCE']",0
"['Volume', 'NEWORDER', 'LREMTTTTUSM156S']",0
"['Volume', 'NEWORDER', 'DGORDER']",0.5
"['Volume', 'NEWORDER', 'TWEXBMTH']",0
"['Volume', 'NEWORDER', 'UNRATENSA']",0
"['Volume', 'NEWORDER', 'TCU']",0
"['Volume', 'NEWORDER', 'INDPRO']",0
"['Volume', 'NEWORDER', 'PPIACO']",0
"['Volume', 'NEWORDER', 'RMFSL']",0
"['Volume', 'NEWORDER', 'CPIAUCSL']",0
"['Volume', 'NEWORDER', 'HOUST']",0.25
"['Volume', 'NEWORDER', 'HSN1F']",0
"['Volume', 'NEWORDER', 'FEDFUNDS']",0
"['Volume', 'NEWORDER', 'USSLIND']",0
"['Volume', 'NEWORDER', 'TOTALSA']",0
"['Volume', 'NEWORDER', 'UMCSENT']",0
"['Volume', 'NEWORDER', '서울아파트매매가격지수']",0
"['Volume', 'NEWORDER', 'AMBNS']",0
"['Volume', 'NEWORDER', '자가주거비포함지수']",0
"['Volume', 'NEWORDER', '자가주거비']",0
"['Volume', 'NEWORDER', '수출물가지수']",0
"['Volume', 'NEWORDER', 'EXJPUS']",0
"['Volume', 'NEWORDER', 'EXKOUS']",0
"['Volume', 'NEWORDER', 'EXCHUS']",0
"['Volume', 'NEWORDER', 'XTEXVA01CNM667S']",0
"['Volume', 'NEWORDER', '정책금리']",0
"['Volume', 'NEWORDER', '통화량']",0
"['Volume', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0.333333333
"['Volume', 'NEWORDER', 'XTIMVA01KRM667S']",0
"['Volume', 'NEWORDER', 'KORPROINDMISMEI']",0
"['Volume', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'NEWORDER', '한국실업률']",0
"['Volume', 'NEWORDER', 'IR3TCD01KRM156N']",0
"['Volume', 'NEWORDER', '환율평균']",0
"['Volume', 'CSUSHPINSA', 'PCE']",0
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S']",0
"['Volume', 'CSUSHPINSA', 'DGORDER']",0.222222222
"['Volume', 'CSUSHPINSA', 'TWEXBMTH']",0
"['Volume', 'CSUSHPINSA', 'UNRATENSA']",0.181818182
"['Volume', 'CSUSHPINSA', 'TCU']",0
"['Volume', 'CSUSHPINSA', 'INDPRO']",0.333333333
"['Volume', 'CSUSHPINSA', 'PPIACO']",0
"['Volume', 'CSUSHPINSA', 'RMFSL']",0.25
"['Volume', 'CSUSHPINSA', 'CPIAUCSL']",0
"['Volume', 'CSUSHPINSA', 'HOUST']",0.307692308
"['Volume', 'CSUSHPINSA', 'HSN1F']",0.1
"['Volume', 'CSUSHPINSA', 'FEDFUNDS']",0
"['Volume', 'CSUSHPINSA', 'USSLIND']",0.3
"['Volume', 'CSUSHPINSA', 'TOTALSA']",0.166666667
"['Volume', 'CSUSHPINSA', 'UMCSENT']",0
"['Volume', 'CSUSHPINSA', '서울아파트매매가격지수']",0
"['Volume', 'CSUSHPINSA', 'AMBNS']",0
"['Volume', 'CSUSHPINSA', '자가주거비포함지수']",0
"['Volume', 'CSUSHPINSA', '자가주거비']",0
"['Volume', 'CSUSHPINSA', '수출물가지수']",0.214285714
"['Volume', 'CSUSHPINSA', 'EXJPUS']",0.142857143
"['Volume', 'CSUSHPINSA', 'EXKOUS']",0
"['Volume', 'CSUSHPINSA', 'EXCHUS']",0
"['Volume', 'CSUSHPINSA', 'XTEXVA01CNM667S']",0
"['Volume', 'CSUSHPINSA', '정책금리']",0
"['Volume', 'CSUSHPINSA', '통화량']",0
"['Volume', 'CSUSHPINSA', 'GACDFSA066MSFRBPHI']",0.2
"['Volume', 'CSUSHPINSA', 'XTIMVA01KRM667S']",0
"['Volume', 'CSUSHPINSA', 'KORPROINDMISMEI']",0
"['Volume', 'CSUSHPINSA', 'KORCPIALLMINMEI']",0
"['Volume', 'CSUSHPINSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'CSUSHPINSA', '한국실업률']",0
"['Volume', 'CSUSHPINSA', 'IR3TCD01KRM156N']",0
"['Volume', 'CSUSHPINSA', '환율평균']",0
"['Volume', 'PCE', 'LREMTTTTUSM156S']",0
"['Volume', 'PCE', 'DGORDER']",0
"['Volume', 'PCE', 'TWEXBMTH']",0
"['Volume', 'PCE', 'UNRATENSA']",0
"['Volume', 'PCE', 'TCU']",0
"['Volume', 'PCE', 'INDPRO']",0
"['Volume', 'PCE', 'PPIACO']",0
"['Volume', 'PCE', 'RMFSL']",0
"['Volume', 'PCE', 'CPIAUCSL']",0
"['Volume', 'PCE', 'HOUST']",0
"['Volume', 'PCE', 'HSN1F']",0
"['Volume', 'PCE', 'FEDFUNDS']",0
"['Volume', 'PCE', 'USSLIND']",0
"['Volume', 'PCE', 'TOTALSA']",0
"['Volume', 'PCE', 'UMCSENT']",0
"['Volume', 'PCE', '서울아파트매매가격지수']",0
"['Volume', 'PCE', 'AMBNS']",0
"['Volume', 'PCE', '자가주거비포함지수']",0
"['Volume', 'PCE', '자가주거비']",0
"['Volume', 'PCE', '수출물가지수']",0
"['Volume', 'PCE', 'EXJPUS']",0
"['Volume', 'PCE', 'EXKOUS']",0
"['Volume', 'PCE', 'EXCHUS']",0
"['Volume', 'PCE', 'XTEXVA01CNM667S']",0
"['Volume', 'PCE', '정책금리']",0
"['Volume', 'PCE', '통화량']",0
"['Volume', 'PCE', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'PCE', 'XTIMVA01KRM667S']",0
"['Volume', 'PCE', 'KORPROINDMISMEI']",0
"['Volume', 'PCE', 'KORCPIALLMINMEI']",0
"['Volume', 'PCE', 'LRUNTTTTKRM156S']",0
"['Volume', 'PCE', '한국실업률']",0
"['Volume', 'PCE', 'IR3TCD01KRM156N']",0
"['Volume', 'PCE', '환율평균']",0
"['Volume', 'LREMTTTTUSM156S', 'DGORDER']",0
"['Volume', 'LREMTTTTUSM156S', 'TWEXBMTH']",0
"['Volume', 'LREMTTTTUSM156S', 'UNRATENSA']",0
"['Volume', 'LREMTTTTUSM156S', 'TCU']",0
"['Volume', 'LREMTTTTUSM156S', 'INDPRO']",0
"['Volume', 'LREMTTTTUSM156S', 'PPIACO']",0
"['Volume', 'LREMTTTTUSM156S', 'RMFSL']",0.5
"['Volume', 'LREMTTTTUSM156S', 'CPIAUCSL']",0
"['Volume', 'LREMTTTTUSM156S', 'HOUST']",0
"['Volume', 'LREMTTTTUSM156S', 'HSN1F']",0
"['Volume', 'LREMTTTTUSM156S', 'FEDFUNDS']",0
"['Volume', 'LREMTTTTUSM156S', 'USSLIND']",0
"['Volume', 'LREMTTTTUSM156S', 'TOTALSA']",0
"['Volume', 'LREMTTTTUSM156S', 'UMCSENT']",0
"['Volume', 'LREMTTTTUSM156S', '서울아파트매매가격지수']",0.25
"['Volume', 'LREMTTTTUSM156S', 'AMBNS']",0
"['Volume', 'LREMTTTTUSM156S', '자가주거비포함지수']",0
"['Volume', 'LREMTTTTUSM156S', '자가주거비']",0
"['Volume', 'LREMTTTTUSM156S', '수출물가지수']",0
"['Volume', 'LREMTTTTUSM156S', 'EXJPUS']",0
"['Volume', 'LREMTTTTUSM156S', 'EXKOUS']",0
"['Volume', 'LREMTTTTUSM156S', 'EXCHUS']",0.230769231
"['Volume', 'LREMTTTTUSM156S', 'XTEXVA01CNM667S']",0
"['Volume', 'LREMTTTTUSM156S', '정책금리']",0
"['Volume', 'LREMTTTTUSM156S', '통화량']",0
"['Volume', 'LREMTTTTUSM156S', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'LREMTTTTUSM156S', 'XTIMVA01KRM667S']",0
"['Volume', 'LREMTTTTUSM156S', 'KORPROINDMISMEI']",0
"['Volume', 'LREMTTTTUSM156S', 'KORCPIALLMINMEI']",0
"['Volume', 'LREMTTTTUSM156S', 'LRUNTTTTKRM156S']",0.444444444
"['Volume', 'LREMTTTTUSM156S', '한국실업률']",0.222222222
"['Volume', 'LREMTTTTUSM156S', 'IR3TCD01KRM156N']",0
"['Volume', 'LREMTTTTUSM156S', '환율평균']",0
"['Volume', 'DGORDER', 'TWEXBMTH']",0
"['Volume', 'DGORDER', 'UNRATENSA']",0.375
"['Volume', 'DGORDER', 'TCU']",0
"['Volume', 'DGORDER', 'INDPRO']",0
"['Volume', 'DGORDER', 'PPIACO']",0
"['Volume', 'DGORDER', 'RMFSL']",0.2
"['Volume', 'DGORDER', 'CPIAUCSL']",0
"['Volume', 'DGORDER', 'HOUST']",0.333333333
"['Volume', 'DGORDER', 'HSN1F']",0
"['Volume', 'DGORDER', 'FEDFUNDS']",0
"['Volume', 'DGORDER', 'USSLIND']",0
"['Volume', 'DGORDER', 'TOTALSA']",0
"['Volume', 'DGORDER', 'UMCSENT']",0
"['Volume', 'DGORDER', '서울아파트매매가격지수']",0
"['Volume', 'DGORDER', 'AMBNS']",0
"['Volume', 'DGORDER', '자가주거비포함지수']",0
"['Volume', 'DGORDER', '자가주거비']",0
"['Volume', 'DGORDER', '수출물가지수']",0.2
"['Volume', 'DGORDER', 'EXJPUS']",0
"['Volume', 'DGORDER', 'EXKOUS']",0
"['Volume', 'DGORDER', 'EXCHUS']",0
"['Volume', 'DGORDER', 'XTEXVA01CNM667S']",0
"['Volume', 'DGORDER', '정책금리']",0
"['Volume', 'DGORDER', '통화량']",0
"['Volume', 'DGORDER', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'DGORDER', 'XTIMVA01KRM667S']",0
"['Volume', 'DGORDER', 'KORPROINDMISMEI']",0
"['Volume', 'DGORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'DGORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'DGORDER', '한국실업률']",0
"['Volume', 'DGORDER', 'IR3TCD01KRM156N']",0
"['Volume', 'DGORDER', '환율평균']",0
"['Volume', 'TWEXBMTH', 'UNRATENSA']",0
"['Volume', 'TWEXBMTH', 'TCU']",0
"['Volume', 'TWEXBMTH', 'INDPRO']",0
"['Volume', 'TWEXBMTH', 'PPIACO']",0
"['Volume', 'TWEXBMTH', 'RMFSL']",0
"['Volume', 'TWEXBMTH', 'CPIAUCSL']",0
"['Volume', 'TWEXBMTH', 'HOUST']",0
"['Volume', 'TWEXBMTH', 'HSN1F']",0
"['Volume', 'TWEXBMTH', 'FEDFUNDS']",0
"['Volume', 'TWEXBMTH', 'USSLIND']",0
"['Volume', 'TWEXBMTH', 'TOTALSA']",0
"['Volume', 'TWEXBMTH', 'UMCSENT']",0
"['Volume', 'TWEXBMTH', '서울아파트매매가격지수']",0
"['Volume', 'TWEXBMTH', 'AMBNS']",0
"['Volume', 'TWEXBMTH', '자가주거비포함지수']",0
"['Volume', 'TWEXBMTH', '자가주거비']",0
"['Volume', 'TWEXBMTH', '수출물가지수']",0
"['Volume', 'TWEXBMTH', 'EXJPUS']",0
"['Volume', 'TWEXBMTH', 'EXKOUS']",0
"['Volume', 'TWEXBMTH', 'EXCHUS']",0
"['Volume', 'TWEXBMTH', 'XTEXVA01CNM667S']",0
"['Volume', 'TWEXBMTH', '정책금리']",0
"['Volume', 'TWEXBMTH', '통화량']",0
"['Volume', 'TWEXBMTH', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'TWEXBMTH', 'XTIMVA01KRM667S']",0
"['Volume', 'TWEXBMTH', 'KORPROINDMISMEI']",0
"['Volume', 'TWEXBMTH', 'KORCPIALLMINMEI']",0
"['Volume', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0
"['Volume', 'TWEXBMTH', '한국실업률']",0
"['Volume', 'TWEXBMTH', 'IR3TCD01KRM156N']",0
"['Volume', 'TWEXBMTH', '환율평균']",0
"['Volume', 'UNRATENSA', 'TCU']",0
"['Volume', 'UNRATENSA', 'INDPRO']",0.25
"['Volume', 'UNRATENSA', 'PPIACO']",0
"['Volume', 'UNRATENSA', 'RMFSL']",0.142857143
"['Volume', 'UNRATENSA', 'CPIAUCSL']",0
"['Volume', 'UNRATENSA', 'HOUST']",0.285714286
"['Volume', 'UNRATENSA', 'HSN1F']",0
"['Volume', 'UNRATENSA', 'FEDFUNDS']",0
"['Volume', 'UNRATENSA', 'USSLIND']",0.2
"['Volume', 'UNRATENSA', 'TOTALSA']",0
"['Volume', 'UNRATENSA', 'UMCSENT']",0
"['Volume', 'UNRATENSA', '서울아파트매매가격지수']",0
"['Volume', 'UNRATENSA', 'AMBNS']",0
"['Volume', 'UNRATENSA', '자가주거비포함지수']",0
"['Volume', 'UNRATENSA', '자가주거비']",0
"['Volume', 'UNRATENSA', '수출물가지수']",0.2
"['Volume', 'UNRATENSA', 'EXJPUS']",0
"['Volume', 'UNRATENSA', 'EXKOUS']",0
"['Volume', 'UNRATENSA', 'EXCHUS']",0
"['Volume', 'UNRATENSA', 'XTEXVA01CNM667S']",0
"['Volume', 'UNRATENSA', '정책금리']",0
"['Volume', 'UNRATENSA', '통화량']",0
"['Volume', 'UNRATENSA', 'GACDFSA066MSFRBPHI']",0.272727273
"['Volume', 'UNRATENSA', 'XTIMVA01KRM667S']",0
"['Volume', 'UNRATENSA', 'KORPROINDMISMEI']",0
"['Volume', 'UNRATENSA', 'KORCPIALLMINMEI']",0
"['Volume', 'UNRATENSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'UNRATENSA', '한국실업률']",0.333333333
"['Volume', 'UNRATENSA', 'IR3TCD01KRM156N']",0
"['Volume', 'UNRATENSA', '환율평균']",0
"['Volume', 'TCU', 'INDPRO']",0
"['Volume', 'TCU', 'PPIACO']",0
"['Volume', 'TCU', 'RMFSL']",0.142857143
"['Volume', 'TCU', 'CPIAUCSL']",0
"['Volume', 'TCU', 'HOUST']",0
"['Volume', 'TCU', 'HSN1F']",0
"['Volume', 'TCU', 'FEDFUNDS']",0
"['Volume', 'TCU', 'USSLIND']",0
"['Volume', 'TCU', 'TOTALSA']",0
"['Volume', 'TCU', 'UMCSENT']",0
"['Volume', 'TCU', '서울아파트매매가격지수']",0
"['Volume', 'TCU', 'AMBNS']",0
"['Volume', 'TCU', '자가주거비포함지수']",0
"['Volume', 'TCU', '자가주거비']",0
"['Volume', 'TCU', '수출물가지수']",0
"['Volume', 'TCU', 'EXJPUS']",0
"['Volume', 'TCU', 'EXKOUS']",0
"['Volume', 'TCU', 'EXCHUS']",0
"['Volume', 'TCU', 'XTEXVA01CNM667S']",0
"['Volume', 'TCU', '정책금리']",0
"['Volume', 'TCU', '통화량']",0
