DATE,Close
2017-09-01,2372.40249
2017-10-01,2482.871246
2017-11-01,4339.23453
2017-12-01,7770.976657
2018-01-01,8879.009532
2018-02-01,2439.104452
2018-03-01,2451.570022
2018-04-01,2458.224761
2018-05-01,2461.3005
2018-06-01,2394.50789
2018-07-01,2284.253651
2018-08-01,2283.79682
2018-09-01,2307.32587
2018-10-01,2153.476696
2018-11-01,4138.924577
2018-12-01,6862.567955
2019-01-01,8028.747348
2019-02-01,2210.198817
2019-03-01,2161.914514
2019-04-01,2212.120439
2019-05-01,2086.898118
2019-06-01,2105.303184
