DATE,Open,High,Low,Close,Adj Close,Volume,HM4UP,LM4D
1998-02-01,1640.060059,1783.73999,1640.060059,1770.51001,1770.51001,14564140000,1,0
1998-03-01,1778.719971,1840.829956,1708.47998,1835.680054,1835.680054,16973400000,0,0
1998-04-01,1838.150024,1931.829956,1788.73999,1868.410034,1868.410034,17292480000,1,0
1998-05-01,1871.810059,1890.800049,1742.050049,1778.869995,1778.869995,14377770000,0,1
1998-06-01,1770.369995,1898.619995,1715.040039,1894.73999,1894.73999,15899310000,1,0
1998-07-01,1904.23999,2028.180054,1871.719971,1872.390015,1872.390015,17597450000,1,0
1998-08-01,1869.719971,1874.310059,1498.72998,1499.25,1499.25,15746140000,0,1
1998-09-01,1509.01001,1769.709961,1475.48999,1693.839966,1693.839966,15884050000,1,0
1998-10-01,1663.300049,1781.630005,1343.869995,1771.390015,1771.390015,19397870000,1,1
1998-11-01,1783.709961,2025.040039,1771.400024,1949.540039,1949.540039,17697660000,1,0
1998-12-01,1928.51001,2200.629883,1924.150024,2192.689941,2192.689941,19075670000,1,0
1999-01-01,2207.540039,2506.679932,2192.679932,2505.889893,2505.889893,20526060000,1,0
1999-02-01,2522.379883,2533.439941,2224.209961,2288.030029,2288.030029,17439250000,0,1
1999-03-01,2286.830078,2520.629883,2235.189941,2461.399902,2461.399902,21196320000,1,0
1999-04-01,2493.070068,2677.76001,2329.870117,2542.860107,2542.860107,23426400000,1,1
1999-05-01,2546.330078,2632.73999,2339.120117,2470.52002,2470.52002,18519390000,0,1
1999-06-01,2467.51001,2696.870117,2364.590088,2686.120117,2686.120117,19607990000,1,1
1999-07-01,2692.959961,2874.919922,2619.080078,2638.48999,2638.48999,20915660000,1,0
1999-08-01,2638.310059,2819.899902,2442.219971,2739.350098,2739.350098,20246710000,1,1
1999-09-01,2752.330078,2897.530029,2684.699951,2746.159912,2746.159912,21333490000,1,0
1999-10-01,2729.040039,2978.629883,2632.01001,2966.429932,2966.429932,22684970000,1,0
1999-11-01,2970.929932,3469.350098,2967.629883,3336.159912,3336.159912,28754050000,1,0
1999-12-01,3341.100098,4090.610107,3321.570068,4069.310059,4069.310059,31236210000,1,0
